inv_num,name,desc,warehouse,rating,quantity,price,date_added,date_changed
44506797,Велосипедний шолом,"Зонтик - Компактний та міцний зонтик, який захищає від дощу та сонця, забезпечуючи комфорт та зручність в будь-яку погоду",B,4,24,3059,2022-09-08,2023-04-09
56442663,Жіночі капелюшки,"Гриби - Свіжі та смачні гриби, які додають аромату та смаку в будь-яку страву і збагачують її корисними речовинами",B,2,14,57,2022-09-14,2024-02-12
23868809,Футбольний м'яч,"Жіноча сорочка - Стильна та елегантна жіноча сорочка, яка підходить для будь-якого випадку і підкреслює жіночність та шарм",B,1,25,585,2021-01-03,2023-10-15
55383578,Види вина,"Склянка для коктейлю - Елегантна склянка для коктейлю, яка додає шарму та вишуканості до будь-якого напою і створює атмосферу свята",D,6,6,196,2021-02-25,2022-08-06
36722655,Тостер,"Подушка для сну - Затишна та м'яка подушка для сну, яка забезпечує комфортний і здоровий сон протягом усієї ночі",B,3,59,203,2023-02-25,2023-12-20
76545368,Снігові лижі,"Пенал для офісу - Практичний та функціональний пенал для офісу, який дозволяє зберігати письмові матеріали та аксесуари організовано і зручно",C,5,1,512,2020-05-27,2021-05-09
08650283,Ігрова мишка,"Кавова чашка - Стильна та елегантна кавова чашка, яка додає настрою та задоволення під час кавової паузи",D,8,30,408,2022-10-04,2024-03-31
36327904,Серветки для обличчя,"Кошик для покупок - Комфортний та міцний кошик для покупок, який дозволяє зручно переносити продукти з магазину додому",D,9,242,599,2021-02-08,2021-05-02
83742507,Подушка для сну,"Візок для пляжу - Практичний та зручний візок для пляжу, який дозволяє легко переносити пляжне спорядження та аксесуари на відпочинок",A,5,4,1116,2020-06-17,2023-04-01
98565689,Літні шорти,"Різак для овочів - Функціональний різак для овочів, який дозволяє швидко та легко нарізати овочі для приготування смачних страв",A,8,101,1071,2020-12-14,2021-12-21
51130213,Журнал по моді,"М'який плед - Пухкий та затишний плед, який зігріває в холодну погоду і додає затишку під час вечірнього відпочинку",B,5,2,231,2021-10-06,2022-01-26
50491445,Фільтр для кави,"Поштова листівка - Яскрава та оригінальна поштова листівка, яка допомагає виразити почуття та відправити привітання близьким і друзям",C,8,102,740,2021-07-18,2022-12-16
26734286,Мультфільм на DVD,"Чоловічі труси - Зручні та практичні чоловічі труси, які забезпечують комфорт та підтримку на протязі цілого дня",D,6,564,3093,2022-08-14,2022-12-02
58035825,Комп'ютерний мишак,"Килимок для йоги - Комфортний та м'який килимок для йоги, який допомагає виконувати асани з комфортом і безпекою",C,3,642,119,2023-03-09,2023-09-21
14580222,Дитячий м'який килимок,"Великдень - Яйця, фарби та іграшки - Яскраві та веселі великодні яйця, фарби та іграшки, які додають атмосферу свята та радості до будь-якого святкового столу",C,9,356,702,2023-02-14,2023-10-01
58418758,Корм для собак,"Коробка для прикрас - Стильна та функціональна коробка для прикрас, яка дозволяє зберігати прикраси організовано і безпечно",D,10,6,5230,2021-01-02,2022-04-17
15371713,Годинник на стіну,"Спальний мішок - Зручний та теплий спальний мішок, який забезпечує комфортний сон під час кемпінгу або подорожей на природу",A,10,164,551,2020-03-05,2020-08-09
22659644,Фарби для живопису,"Ігрова миша - Сучасна ігрова миша з високою точністю і швидкістю реакції, яка дозволяє насолоджуватися грою в будь-яку гру з комфортом і задоволенням",D,5,1,597,2021-04-19,2023-10-07
84325235,Шампанське,"Домашня рослина - Оригінальна та красива домашня рослина, яка додає життя і краси в будь-яке приміщення та покращує мікроклімат",B,3,15,135,2023-10-20,2024-04-16
24933186,Електричний чайник,Пляжний коврик - Практичний і зручний пляжний коврик забезпечить комфорт та чистоту під час відпочинку на пляжі або в парку,A,2,9,972,2020-02-28,2022-08-24
71469683,Планшетний комп'ютер,"Фільтр для води - Надійний фільтр для води забезпечить чисту і безпечну воду для використання вдома або в офісі, допомагаючи зберегти здоров'я сім'ї",C,4,547,705,2020-05-26,2022-01-01
35543763,Гаманець,"Комплект посуду - Функціональний комплект посуду, який містить все необхідне для приготування та подачі страв, забезпечить комфорт і зручність в кухні",B,2,5,127,2021-02-13,2021-07-22
25969450,Велосипедний насос,"Чоловіча сорочка - Класична чоловіча сорочка з натуральних матеріалів, яка підкреслить стиль та елегантність свого власника у будь-якому образі",B,2,7,2190,2020-06-27,2023-01-14
13199944,Комплект посуду,"Медичний термометр - Практичний медичний термометр забезпечить точний вимір температури тіла, допомагаючи вчасно виявляти захворювання",D,6,88,636,2021-05-02,2023-06-23
43476985,Вогнегасник,Книга рецептів - Інтересна книга рецептів зі смачними та здоровими стравами надихне на нові кулінарні експерименти та здоровий спосіб життя,B,10,249,5237,2021-11-15,2022-02-04
17194396,Кавовий столик,Водонепроникний рюкзак - Практичний водонепроникний рюкзак забезпечить захист від дощу та зручне перенесення речей під час подорожей або активного відпочинку,A,5,192,590,2021-10-08,2022-07-20
10018385,Лампа для настільного освітлення,Графічний планшет - Професійний графічний планшет дозволить творити художні шедеври та реалізовувати творчі ідеї з максимальною точністю та швидкістю,C,4,112,111,2023-12-04,2024-02-09
38107788,Подорожній чемодан,Дитячий автокрісло - Безпечне та зручне дитяче автокрісло забезпечить захист малюка під час поїздок на автомобілі та дозволить батькам спокійно перевозити дитину,A,3,4,2127,2021-03-11,2022-09-24
42204282,Комп'ютерний стіл,"Настільна гра - Цікава настільна гра стане відмінним варіантом для проведення часу з друзями або родиною, допомагаючи розвинути логіку та спритність",A,9,63,804,2023-08-14,2024-03-06
63834871,Тренажерний м'яч,"Автомобільний протяг - Практичний автомобільний протяг забезпечить комфортний сон під час подорожей або відпочинку на природі, забезпечуючи оптимальну температуру і підтримуючи здоровий сон",C,2,65,1760,2021-02-28,2023-05-17
81651405,Подушка для кормлення,Серветки для обличчя - Доглянута шкіра обличчя завжди в моді! Натуральні серветки для обличчя допоможуть підтримувати свіжість і здоров'я шкіри в будь-який час дня,A,7,90,2466,2023-03-10,2023-10-19
48224413,Парасолька,"Міні-холодильник - Компактний міні-холодильник ідеально підійде для зберігання напоїв та закусок в автомобілі, на роботі або під час подорожі, забезпечуючи їх прохолоду та свіжість",D,7,11,468,2021-10-23,2022-01-08
74979745,Річний календар,Пазлі для дорослих - Захоплюючі пазлі для дорослих стануть відмінним способом розслабитися після напруженого дня та розвинути логічне мислення та увагу,D,6,17,82,2020-11-25,2022-01-02
01908954,Соковитий апельсин,Туристичний намет - Практичний туристичний намет забезпечить комфортний сон та захист від погодних умов під час кемпінгу або подорожей на природу,A,4,238,1706,2022-08-12,2022-11-24
68678623,Підлоговий вентилятор,Подушка для кормлення - Зручна і м'яка подушка для кормлення допоможе мамі та малюку відчувати зручність та комфорт під час годування,B,2,7,1889,2024-02-15,2024-02-22
40776903,Миска для собаки,Музичний програвач - Стильний та потужний музичний програвач допоможе насолоджуватися улюбленою музикою з максимальним комфортом та якістю звуку,A,7,494,842,2022-05-21,2023-02-24
29342471,Настільна лампа,Подушка-антистрес - М'яка та приємна на дотик подушка-антистрес допоможе зняти напругу і стрес після важкого дня та забезпечить відчуття затишку і спокою,D,10,278,66,2022-12-19,2024-04-05
79156011,Антивірусне програмне забезпечення,"Похідні туфлі - Зручні та надійні похідні туфлі забезпечать комфортний рух під час активного відпочинку на природі, дозволяючи насолоджуватися красою навколишнього світу",C,10,242,310,2020-02-28,2021-01-16
03639610,Спортивна куртка,"Комп'ютерна миша - Сучасна та ергономічна комп'ютерна миша забезпечить точність та зручність в роботі з комп'ютером, допомагаючи зробити робочий процес більш продуктивним і комфортним",C,7,537,688,2022-07-30,2022-08-09
83829307,Тостер для гриля,"Термос - Надійний термос забезпечить збереження температури напою протягом тривалого часу, дозволяючи насолоджуватися гарячим чи холодним напоєм в будь-який момент",C,8,129,270,2021-07-11,2023-03-01
56166910,Килим для ванної кімнати,"Парасолька для дитини - Кольорова та яскрава парасолька для дитини забезпечить захист від дощу та сонця, забезпечуючи комфорт та безпеку малюку під час прогулянок",B,1,617,155,2023-02-21,2023-12-26
74278169,Збірна модель корабля,"Електрична зубна щітка - Ефективна електрична зубна щітка допоможе зберегти здоров'я та красу вашого посмішки, забезпечуючи ефективне видалення зубного нальоту та масаж ясен",D,3,146,3200,2022-01-10,2022-01-27
21589126,Дитячий тримач для пляшки,"Косметичний набір - Стильний косметичний набір дозволить зберігати косметику організовано та зручно, забезпечуючи зовнішню привабливість та доглянутість",C,4,1,130,2021-07-09,2022-08-20
21279317,Миска для котів,"Дитячий візок-трансформер - Функціональний дитячий візок-трансформер забезпечить комфорт та безпеку малюка під час прогулянок, а також забезпечить зручність для батьків",A,1,38,131,2021-11-07,2021-12-27
80020387,Комплект для манікюру,"Похідний рюкзак - Практичний похідний рюкзак забезпечить комфортне перенесення необхідних речей під час активного відпочинку на природі, забезпечуючи зручність та надійність",D,9,43,334,2021-08-30,2023-02-12
84246448,Груповий відеочат,"Плеєр - Компактний і стильний плеєр дозволить насолоджуватися улюбленою музикою чи аудіокнигами в будь-якому місці та часі, забезпечуючи відмінну якість звуку і зручність у використанні",B,6,28,924,2023-08-26,2024-04-13
03197943,Фітнес-група,"Дитяча ліжечко-манеж - Практичне та безпечне дитяче ліжечко-манеж забезпечить комфортний сон та безпеку малюка в будь-який час доби, дозволяючи батькам бути впевненими у його благополуччі",D,10,738,2874,2021-11-13,2023-10-21
08974747,Крісло-гойдалка,"Магнітні конструктори - Захоплюючі магнітні конструктори допоможуть розвивати логіку та творчі здібності у дітей, сприяючи розвитку уяви та технічного мислення",A,2,150,74,2024-02-14,2024-03-23
92663855,Навушники з шумозаглушенням,"Солодощі - Ніжні та смачні солодощі стануть відмінним додатком до чаю або кави, а також даруватимуть радість та задоволення в будь-який момент",C,6,1,347,2021-11-21,2024-02-27
02326993,Спортивна сумка,"Камера для відеонагляду - Надійна камера для відеонагляду забезпечить контроль та безпеку в приміщенні або на вулиці, допомагаючи захистити майно та зберегти спокій думки",D,5,7,46,2021-09-15,2023-05-06
77378934,Чайна ложка,"Серветки для чищення окулярів - М'які та безпечні серветки для чищення окулярів допоможуть зберегти чистоту та прозорість лінз, забезпечуючи комфорт та чіткість зору",A,8,1,1587,2021-08-30,2022-09-13
30590267,Книжкова полиця,"Настільний вентилятор - Компактний та потужний настільний вентилятор забезпечить комфортне охолодження в приміщенні під час спекотного літа, забезпечуючи свіжість та затишок",B,1,137,1438,2023-05-18,2023-07-12
99321444,Робочий стіл,"Ароматичні свічки - Вишукані ароматичні свічки створять атмосферу затишку та романтики в будь-якому приміщенні, доповнивши його неповторним ароматом та красою",C,8,5,653,2020-03-27,2023-10-05
20809553,Ароматизована свічка,"Іграшковий конструктор - Креативний іграшковий конструктор стане чудовим засобом для розвитку творчих та інженерних навичок у дітей, допомагаючи реалізувати їхні ідеї та фантазії",D,8,260,3373,2023-09-17,2023-10-13
02430713,Спортивні кросівки,"Настільний кульок - Захоплюючий настільний кульок стане відмінним способом для проведення часу з друзями або родиною, дозволяючи насолоджуватися активними іграми та змаганнями",D,9,24,195,2021-08-21,2021-10-01
23273269,Відбивний м'яч,"Похідний котелок - Практичний похідний котелок забезпечить можливість приготування смачної їжі під час кемпінгу або подорожей на природу, забезпечуючи зручність та надійність",A,7,39,1264,2020-11-29,2022-04-02
52258855,Веселка,"Фотокамера - Сучасна фотокамера забезпечить можливість зафіксувати найяскравіші моменти життя з високою якістю та деталізацією, даруючи незабутні спогади та враження",D,7,169,1174,2021-07-27,2023-01-10
60156150,Смартфон з камерою,"Кухонний таймер - Практичний кухонний таймер допоможе контролювати час приготування страв та забезпечить їхню точність та смак, допомагаючи зробити кулінарні експерименти ще вдалими",A,7,4,4581,2022-02-21,2023-05-10
69509933,Вечірня сукня,"Захисне скло для смартфона - Надійне та міцне захисне скло для смартфона забезпечить захист екрану від подряпин та пошкоджень, забезпечуючи його надійність та довговічність",D,1,547,1685,2022-03-12,2022-05-26
64254777,Змішувач для ванни,"Лампа-ліхтарик - Практична та мобільна лампа-ліхтарик забезпечить освітлення в будь-який час доби та в будь-якому місці, забезпечуючи комфорт та безпеку",B,8,3,474,2021-07-16,2022-03-20
44733865,Підставка під ноутбук,"Набір для малювання - Творчий набір для малювання стане чудовим способом для виявлення та розвитку художніх здібностей у дітей та дорослих, даруючи радість та задоволення від творчості",C,2,16,78,2022-03-04,2022-08-14
21543388,Подушка для ванни,"Дитяча каретка - Комфортна та безпечна дитяча каретка забезпечить зручність та безпеку малюку під час прогулянок та відпочинку на свіжому повітрі, дозволяючи батькам насолоджуватися часом з дитиною",A,5,20,939,2023-10-07,2023-12-07
99413897,Іграшкова кухня,"Книга-подарунок - Цікава та захоплююча книга-подарунок стане відмінним варіантом для подарунка близькій людині, допомагаючи дарувати знання та враження",A,1,1,181,2020-08-11,2021-03-02
44644024,Цифровий фоторамка,"Гаманець для паспорта - Практичний гаманець для паспорта забезпечить безпеку та зручність під час подорожей, зберігаючи важливі документи організовано та безпечно",D,3,68,4334,2021-11-22,2022-04-30
29347698,Сертифікат на масаж,"Подушка для ванни - Затишна та м'яка подушка для ванни забезпечить комфорт та розслаблення під час водних процедур, дозволяючи відпочивати та насолоджуватися моментом",B,5,224,118,2022-01-13,2022-05-06
20095208,Дитячі резинки для волосся,"Мобільний банк - Компактний та потужний мобільний банк забезпечить можливість заряджати смартфон або планшет в будь-який момент та в будь-якому місці, забезпечуючи постійну доступність до електронних пристроїв",B,1,90,4846,2023-11-26,2024-04-04
80833437,Картридж для факсу,"Кульковий механізм - Захоплюючий кульковий механізм допоможе відпочити та розслабитися, забезпечуючи антистресовий ефект та позитивні емоції",D,7,1,1610,2022-04-03,2024-02-14
05780020,Спортивний пуловер,"Літературний журнал - Інтелектуальний літературний журнал стане відмінним джерелом нових знань та ідей, допомагаючи розвивати мислення та креативність",D,2,30,379,2022-10-14,2023-05-31
